Informant	Case
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_0002_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00020_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	1
TOR_C_00023_tagged.txt	1
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00023_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	1
TOR_C_00024_tagged.txt	1
TOR_C_00024_tagged.txt	1
TOR_C_00024_tagged.txt	1
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	1
TOR_C_00024_tagged.txt	0
TOR_C_00024_tagged.txt	0
TOR_C_00025_tagged.txt	0
TOR_C_00027_tagged.txt	0
TOR_C_00027_tagged.txt	0
TOR_C_00027_tagged.txt	0
TOR_C_00027_tagged.txt	1
TOR_C_00028_tagged.txt	0
TOR_C_00028_tagged.txt	0
TOR_C_00028_tagged.txt	0
TOR_C_00028_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_00029_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	1
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	1
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	1
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_0003_tagged.txt	0
TOR_C_00030_tagged.txt	0
TOR_C_00030_tagged.txt	0
TOR_C_00030_tagged.txt	0
TOR_C_00030_tagged.txt	0
TOR_C_00030_tagged.txt	0
TOR_C_00030_tagged.txt	0
TOR_C_00030_tagged.txt	0
TOR_C_00030_tagged.txt	0
TOR_C_00030_tagged.txt	1
TOR_C_00030_tagged.txt	1
TOR_C_00030_tagged.txt	1
TOR_C_00030_tagged.txt	1
TOR_C_00030_tagged.txt	1
TOR_C_00030_tagged.txt	1
TOR_C_00030_tagged.txt	0
TOR_C_00030_tagged.txt	0
TOR_C_00032_tagged.txt	0
TOR_C_00032_tagged.txt	0
TOR_C_00032_tagged.txt	1
TOR_C_00032_tagged.txt	1
TOR_C_00032_tagged.txt	0
TOR_C_00032_tagged.txt	1
TOR_C_00033_tagged.txt	0
TOR_C_00033_tagged.txt	0
TOR_C_00033_tagged.txt	0
TOR_C_00033_tagged.txt	0
TOR_C_00033_tagged.txt	0
TOR_C_00033_tagged.txt	0
TOR_C_00033_tagged.txt	0
TOR_C_00033_tagged.txt	0
TOR_C_00033_tagged.txt	0
TOR_C_00033_tagged.txt	0
TOR_C_00033_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	1
TOR_C_00034_tagged.txt	1
TOR_C_00034_tagged.txt	1
TOR_C_00034_tagged.txt	1
TOR_C_00034_tagged.txt	1
TOR_C_00034_tagged.txt	1
TOR_C_00034_tagged.txt	1
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_00034_tagged.txt	0
TOR_C_0004_tagged.txt	0
TOR_C_0004_tagged.txt	0
TOR_C_0004_tagged.txt	0
TOR_C_0004_tagged.txt	0
TOR_C_0004_tagged.txt	0
TOR_C_0004_tagged.txt	0
TOR_C_0004_tagged.txt	0
TOR_C_0005_tagged.txt	0
TOR_C_0005_tagged.txt	0
TOR_C_0005_tagged.txt	0
TOR_C_0005_tagged.txt	1
TOR_C_0005_tagged.txt	0
TOR_C_0005_tagged.txt	0
TOR_C_0005_tagged.txt	0
TOR_C_0005_tagged.txt	0
TOR_C_0005_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0006_tagged.txt	0
TOR_C_0007_tagged.txt	0
TOR_C_0007_tagged.txt	0
TOR_C_0007_tagged.txt	0
TOR_C_0007_tagged.txt	0
TOR_C_0007_tagged.txt	0
TOR_C_0007_tagged.txt	0
TOR_C_0007_tagged.txt	0
TOR_C_0008_tagged.txt	0
TOR_C_0008_tagged.txt	0
TOR_C_0008_tagged.txt	0
TOR_C_0008_tagged.txt	0
TOR_C_0008_tagged.txt	0
TOR_C_0008_tagged.txt	0
TOR_C_0008_tagged.txt	0
TOR_C_0008_tagged.txt	1
TOR_C_0009_tagged.txt	0
TOR_C_0009_tagged.txt	0
TOR_C_0009_tagged.txt	0
TOR_C_0009_tagged.txt	0
TOR_C_0009_tagged.txt	0
TOR_C_0009_tagged.txt	0
TOR_C_0009_tagged.txt	0
TOR_C_0009_tagged.txt	1
TOR_C_0009_tagged.txt	1
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	1
TOR_C_0037_tagged.txt	1
TOR_C_0037_tagged.txt	1
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	1
TOR_C_0037_tagged.txt	1
TOR_C_0037_tagged.txt	1
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0037_tagged.txt	0
TOR_C_0038_tagged.txt	0
TOR_C_0038_tagged.txt	0
TOR_C_0038_tagged.txt	0
TOR_C_0038_tagged.txt	0
TOR_C_0038_tagged.txt	0
TOR_C_0039_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0040_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	1
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	0
TOR_C_0041_tagged.txt	1
TOR_C_0041_tagged.txt	0
TOR_C_0042_tagged.txt	0
TOR_C_0042_tagged.txt	0
TOR_C_0042_tagged.txt	0
TOR_C_0042_tagged.txt	1
TOR_C_0042_tagged.txt	1
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	1
TOR_C_0045_tagged.txt	1
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	1
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	1
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0045_tagged.txt	0
TOR_C_0046_tagged.txt	0
TOR_C_0046_tagged.txt	0
TOR_C_0046_tagged.txt	0
TOR_C_0046_tagged.txt	0
TOR_C_0046_tagged.txt	0
TOR_C_0046_tagged.txt	0
TOR_C_0046_tagged.txt	0
TOR_C_0046_tagged.txt	0
TOR_C_0046_tagged.txt	1
TOR_C_0046_tagged.txt	1
TOR_C_0046_tagged.txt	0
TOR_C_0047_tagged.txt	0
TOR_C_0047_tagged.txt	0
TOR_C_0047_tagged.txt	0
TOR_C_0047_tagged.txt	0
TOR_C_0048_tagged.txt	0
TOR_C_0048_tagged.txt	0
TOR_C_0048_tagged.txt	0
TOR_C_0048_tagged.txt	0
TOR_C_0048_tagged.txt	0
TOR_C_0048_tagged.txt	0
TOR_C_0048_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	1
TOR_C_0049_tagged.txt	0
TOR_C_0049_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	0
TOR_C_0050_tagged.txt	1
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0051_tagged.txt	0
TOR_C_0052_tagged.txt	0
TOR_C_0052_tagged.txt	0
TOR_C_0052_tagged.txt	0
TOR_C_0052_tagged.txt	1
TOR_C_0052_tagged.txt	0
TOR_C_0053_tagged.txt	0
TOR_C_0053_tagged.txt	0
TOR_C_0053_tagged.txt	0
TOR_C_0053_tagged.txt	1
TOR_C_0053_tagged.txt	0
TOR_C_0053_tagged.txt	1
TOR_C_0054_tagged.txt	0
TOR_C_0054_tagged.txt	1
TOR_C_0055_tagged.txt	0
TOR_C_0055_tagged.txt	1
TOR_C_0056_tagged.txt	0
TOR_C_0056_tagged.txt	0
TOR_C_0056_tagged.txt	0
TOR_C_0056_tagged.txt	0
TOR_C_0056_tagged.txt	0
TOR_C_0056_tagged.txt	0
TOR_C_0056_tagged.txt	0
TOR_C_0056_tagged.txt	0
TOR_C_0057_tagged.txt	0
TOR_C_0057_tagged.txt	0
TOR_C_0057_tagged.txt	0
TOR_C_0058_tagged.txt	0
TOR_C_0058_tagged.txt	0
TOR_C_0058_tagged.txt	0
TOR_C_0058_tagged.txt	0
TOR_C_0058_tagged.txt	0
TOR_C_0058_tagged.txt	0
TOR_C_0059_tagged.txt	0
TOR_C_0059_tagged.txt	0
TOR_C_0059_tagged.txt	0
TOR_C_0059_tagged.txt	0
TOR_C_0059_tagged.txt	0
TOR_C_0060_tagged.txt	0
TOR_C_0060_tagged.txt	0
TOR_C_0060_tagged.txt	0
TOR_C_0060_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	1
TOR_C_0061_tagged.txt	1
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0061_tagged.txt	0
TOR_C_0062_tagged.txt	0
TOR_C_0062_tagged.txt	0
TOR_C_0062_tagged.txt	0
TOR_C_0062_tagged.txt	0
TOR_C_0062_tagged.txt	0
TOR_C_0062_tagged.txt	0
TOR_C_0062_tagged.txt	0
TOR_C_0062_tagged.txt	0
TOR_C_0062_tagged.txt	0
TOR_C_0063_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0064_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	0
TOR_C_0066_tagged.txt	1
TOR_C_0067_tagged.txt	0
TOR_C_0067_tagged.txt	0
TOR_C_0067_tagged.txt	1
TOR_C_0068_tagged.txt	1
TOR_C_0068_tagged.txt	1
TOR_C_0068_tagged.txt	1
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	1
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	0
TOR_C_0069_tagged.txt	1
TOR_C_0070_tagged.txt	0
TOR_C_0070_tagged.txt	0
TOR_C_0070_tagged.txt	0
TOR_C_0070_tagged.txt	0
TOR_C_0070_tagged.txt	0
TOR_C_0070_tagged.txt	0
TOR_C_0070_tagged.txt	0
TOR_C_0070_tagged.txt	0
TOR_C_0070_tagged.txt	0
TOR_C_0070_tagged.txt	0
TOR_C_0071_tagged.txt	0
TOR_C_0071_tagged.txt	0
TOR_C_0071_tagged.txt	0
TOR_C_0071_tagged.txt	0
TOR_C_0072_tagged.txt	0
TOR_C_0072_tagged.txt	0
TOR_C_0073_tagged.txt	0
TOR_C_0073_tagged.txt	0
TOR_C_0073_tagged.txt	0
TOR_C_0073_tagged.txt	0
TOR_C_0073_tagged.txt	0
TOR_C_0073_tagged.txt	0
TOR_C_0073_tagged.txt	0
TOR_C_0073_tagged.txt	0
TOR_C_0073_tagged.txt	0
TOR_C_0073_tagged.txt	0
TOR_C_0074_tagged.txt	0
TOR_C_0074_tagged.txt	0
TOR_C_0074_tagged.txt	0
TOR_C_0074_tagged.txt	1
TOR_C_0074_tagged.txt	1
TOR_C_0074_tagged.txt	0
TOR_C_0075_tagged.txt	0
TOR_C_0075_tagged.txt	1
TOR_C_0075_tagged.txt	0
TOR_C_0075_tagged.txt	1
TOR_C_0075_tagged.txt	1
TOR_C_0075_tagged.txt	1
TOR_C_0075_tagged.txt	1
TOR_C_0075_tagged.txt	1
TOR_C_0075_tagged.txt	0
TOR_C_0076_tagged.txt	0
TOR_C_0076_tagged.txt	0
TOR_C_0077_tagged.txt	0
TOR_C_0077_tagged.txt	0
TOR_C_0078_tagged.txt	0
TOR_C_0078_tagged.txt	0
TOR_C_0078_tagged.txt	0
TOR_C_0079_tagged.txt	0
TOR_C_0079_tagged.txt	0
TOR_C_0079_tagged.txt	0
TOR_C_0079_tagged.txt	0
TOR_C_0080_tagged.txt	0
TOR_C_0080_tagged.txt	0
TOR_C_0080_tagged.txt	0
TOR_C_0080_tagged.txt	0
TOR_C_0080_tagged.txt	0
TOR_C_0080_tagged.txt	0
TOR_C_0080_tagged.txt	0
TOR_C_0080_tagged.txt	0
TOR_C_0080_tagged.txt	0
TOR_C_0080_tagged.txt	0
TOR_C_0080_tagged.txt	1
TOR_C_0080_tagged.txt	1
TOR_C_0080_tagged.txt	1
TOR_C_0080_tagged.txt	1
TOR_C_0080_tagged.txt	1
TOR_C_0080_tagged.txt	1
TOR_C_0080_tagged.txt	0
TOR_C_0081_tagged.txt	1
TOR_C_0081_tagged.txt	1
TOR_C_0082_tagged.txt	0
TOR_C_0082_tagged.txt	0
TOR_C_0082_tagged.txt	0
TOR_C_0082_tagged.txt	0
TOR_C_0082_tagged.txt	0
TOR_C_0082_tagged.txt	0
TOR_C_0082_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	1
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
TOR_C_0083_tagged.txt	0
